,tran,rot,sep,Relation,test,TTT,TTT++,TENT,SHOT,SHOT_div,SHOT_pseudo,pseudo+FA
68,0.3,30,-0.5,0.833999991,0.698000014,0.698000014,0.699999988,0.698000014,0.699999988,0.698000014,0.698000014,0.973999977
69,0.3,30,-0.6,0.796000004,0.662,0.808000028,0.662,0.680000007,0.662,0.662,0.666000009,0.810000002
70,0.3,30,-0.7,0.765999973,0.653999984,0.670000017,0.662,0.670000017,0.653999984,0.653999984,0.653999984,0.874000013
71,0.3,30,-0.8,0.744000018,0.628000021,0.628000021,0.632000029,0.65200001,0.628000021,0.628000021,0.628000021,0.68599999
72,0.3,50,-0.3,0.896000028,0.611999989,0.615999997,0.893999994,0.617999971,0.614000022,0.614000022,0.614000022,0.839999974
73,0.3,50,-0.4,0.871999979,0.624000013,0.643999994,0.731999993,0.624000013,0.628000021,0.628000021,0.628000021,0.592000008
74,0.3,50,-0.5,0.833999991,0.614000022,0.615999997,0.677999973,0.614000022,0.614000022,0.614000022,0.614000022,0.488000005
75,0.3,50,-0.6,0.796000004,0.615999997,0.625999987,0.643999994,0.620000005,0.620000005,0.620000005,0.698000014,0.546000004
76,0.3,50,-0.7,0.765999973,0.583999991,0.617999971,0.59799999,0.586000025,0.583999991,0.586000025,0.698000014,0.65200001
77,0.3,50,-0.8,0.744000018,0.560000002,0.603999972,0.588,0.565999985,0.560000002,0.560000002,0.791999996,0.515999973
78,0.3,70,-0.3,0.896000028,0.49000001,0.765999973,0.85799998,0.495999992,0.492000014,0.492000014,0.492000014,0.916000009
79,0.3,70,-0.4,0.871999979,0.515999973,0.745999992,0.765999973,0.527999997,0.518000007,0.518000007,0.515999973,0.628000021
80,0.3,70,-0.5,0.833999991,0.515999973,0.527999997,0.625999987,0.527999997,0.518000007,0.518000007,0.518000007,0.621999979
81,0.3,70,-0.6,0.796000004,0.536000013,0.638000011,0.808000028,0.537999988,0.536000013,0.536000013,0.842000008,0.703999996
82,0.3,70,-0.7,0.765999973,0.501999974,0.646000028,0.611999989,0.50999999,0.504000008,0.504000008,0.708000004,0.811999977
83,0.3,70,-0.8,0.744000018,0.495999992,0.532000005,0.526000023,0.504000008,0.5,0.5,0.5,0.751999974
84,0.3,90,-0.3,0.896000028,0.388000011,0.504000008,0.75999999,0.389999986,0.39199999,0.388000011,0.388000011,0.699999988
85,0.3,90,-0.4,0.871999979,0.400000006,0.404000014,0.768000007,0.40200001,0.400000006,0.400000006,0.400000006,0.836000025
86,0.3,90,-0.5,0.833999991,0.412,0.512000024,0.614000022,0.412,0.442000002,0.412,0.412,0.754000008
87,0.3,90,-0.6,0.796000004,0.433999985,0.546000004,0.727999985,0.433999985,0.442000002,0.433999985,0.79400003,0.50999999
88,0.3,90,-0.7,0.765999973,0.425999999,0.465999991,0.532000005,0.432000011,0.444000006,0.425999999,0.843999982,0.508000016
89,0.3,90,-0.8,0.744000018,0.421999991,0.449999988,0.469999999,0.430000007,0.430000007,0.421999991,0.421999991,0.893999994
90,0.4,10,-0.3,0.896000028,0.698000014,0.870000005,0.917999983,0.716000021,0.800000012,0.839999974,0.889999986,0.994000018
91,0.4,10,-0.4,0.871999979,0.675999999,0.791999996,0.773999989,0.689999998,0.773999989,0.783999979,0.878000021,0.874000013
92,0.4,10,-0.5,0.833999991,0.670000017,0.712000012,0.797999978,0.689999998,0.772000015,0.811999977,0.758000016,0.874000013
93,0.4,10,-0.6,0.796000004,0.639999986,0.768000007,0.934000015,0.649999976,0.723999977,0.773999989,0.758000016,0.861999989
94,0.4,10,-0.7,0.765999973,0.617999971,0.624000013,0.815999985,0.648000002,0.720000029,0.754000008,0.708000004,0.56400001
95,0.4,10,-0.8,0.744000018,0.603999972,0.670000017,0.722000003,0.603999972,0.677999973,0.675999999,0.663999975,0.889999986
96,0.4,30,-0.3,0.896000028,0.699999988,0.786000013,0.90200001,0.737999976,0.754000008,0.748000026,0.782000005,0.822000027
97,0.4,30,-0.4,0.871999979,0.688000023,0.832000017,0.871999979,0.720000029,0.737999976,0.727999985,0.899999976,0.846000016
98,0.4,30,-0.5,0.833999991,0.666000009,0.730000019,0.677999973,0.70599997,0.688000023,0.684000015,0.681999981,0.89200002
99,0.4,30,-0.6,0.796000004,0.632000029,0.634000003,0.783999979,0.646000028,0.675999999,0.671999991,0.671999991,0.709999979
100,0.4,30,-0.7,0.765999973,0.615999997,0.617999971,0.64200002,0.615999997,0.646000028,0.64200002,0.643999994,0.560000002
101,0.4,30,-0.8,0.744000018,0.600000024,0.603999972,0.614000022,0.601999998,0.620000005,0.620000005,0.617999971,0.712000012
102,0.4,50,-0.3,0.896000028,0.684000015,0.75999999,0.913999975,0.694000006,0.68599999,0.68599999,0.68599999,0.871999979
103,0.4,50,-0.4,0.871999979,0.681999981,0.912,0.712000012,0.694000006,0.681999981,0.684000015,0.681999981,0.893999994
104,0.4,50,-0.5,0.833999991,0.624000013,0.737999976,0.635999978,0.628000021,0.624000013,0.624000013,0.624000013,0.568000019
105,0.4,50,-0.6,0.796000004,0.621999979,0.638000011,0.69599998,0.621999979,0.621999979,0.621999979,0.621999979,0.600000024
106,0.4,50,-0.7,0.765999973,0.592000008,0.617999971,0.635999978,0.601999998,0.592000008,0.592000008,0.592000008,0.763999999
107,0.4,50,-0.8,0.744000018,0.561999977,0.583999991,0.583999991,0.568000019,0.568000019,0.568000019,0.568000019,0.737999976
108,0.4,70,-0.3,0.896000028,0.596000016,0.603999972,0.927999973,0.600000024,0.59799999,0.59799999,0.59799999,0.754000008
109,0.4,70,-0.4,0.871999979,0.601999998,0.878000021,0.885999978,0.601999998,0.601999998,0.601999998,0.601999998,0.717999995
110,0.4,70,-0.5,0.833999991,0.541999996,0.55400002,0.586000025,0.550000012,0.574000001,0.551999986,0.59799999,0.75
111,0.4,70,-0.6,0.796000004,0.558000028,0.560000002,0.670000017,0.561999977,0.558000028,0.558000028,0.558000028,0.532000005
112,0.4,70,-0.7,0.765999973,0.529999971,0.529999971,0.615999997,0.529999971,0.537999988,0.537999988,0.540000021,0.5
113,0.4,70,-0.8,0.744000018,0.522000015,0.533999979,0.586000025,0.522000015,0.523999989,0.523999989,0.519999981,0.694000006
114,0.4,90,-0.3,0.896000028,0.493999988,0.791999996,0.879999995,0.54400003,0.495999992,0.495999992,0.495999992,0.526000023
115,0.4,90,-0.4,0.871999979,0.50999999,0.867999971,0.600000024,0.54400003,0.50999999,0.50999999,0.50999999,0.85
116,0.4,90,-0.5,0.833999991,0.469999999,0.474000007,0.486000001,0.469999999,0.469999999,0.469999999,0.469999999,0.765999973
117,0.4,90,-0.6,0.796000004,0.49000001,0.49000001,0.675999999,0.49000001,0.49000001,0.49000001,0.49000001,0.828000009
118,0.4,90,-0.7,0.765999973,0.476000011,0.582000017,0.49000001,0.486000001,0.481999993,0.481999993,0.479999989,0.79400003
119,0.4,90,-0.8,0.744000018,0.481999993,0.481999993,0.628000021,0.481999993,0.481999993,0.481999993,0.481999993,0.769999981
120,0.5,10,-0.3,0.896000028,0.723999977,0.79400003,0.797999978,0.741999984,0.810000002,0.828000009,0.81400001,0.846000016
121,0.5,10,-0.4,0.871999979,0.702000022,0.702000022,0.822000027,0.713999987,0.783999979,0.810000002,0.801999986,0.703999996
122,0.5,10,-0.5,0.833999991,0.674000025,0.684000015,0.861999989,0.674000025,0.769999981,0.801999986,0.782000005,0.734000027
123,0.5,10,-0.6,0.796000004,0.653999984,0.699999988,0.832000017,0.662,0.763999999,0.762000024,0.745999992,0.85799998
124,0.5,10,-0.7,0.765999973,0.643999994,0.663999975,0.680000007,0.646000028,0.731999993,0.737999976,0.727999985,0.666000009
125,0.5,10,-0.8,0.744000018,0.632000029,0.677999973,0.663999975,0.638000011,0.702000022,0.726000011,0.688000023,0.754000008
126,0.5,30,-0.3,0.896000028,0.713999987,0.776000023,0.819999993,0.716000021,0.768000007,0.762000024,0.758000016,0.89200002
127,0.5,30,-0.4,0.871999979,0.694000006,0.779999971,0.787999988,0.69599998,0.758000016,0.751999974,0.748000026,0.939999998
128,0.5,30,-0.5,0.833999991,0.671999991,0.675999999,0.737999976,0.677999973,0.730000019,0.726000011,0.726000011,0.889999986
129,0.5,30,-0.6,0.796000004,0.648000002,0.649999976,0.723999977,0.675999999,0.727999985,0.70599997,0.703999996,0.865999997
130,0.5,30,-0.7,0.765999973,0.638000011,0.638000011,0.656000018,0.638000011,0.681999981,0.681999981,0.677999973,0.842000008
131,0.5,30,-0.8,0.744000018,0.615999997,0.628000021,0.638000011,0.615999997,0.653999984,0.656000018,0.648000002,0.497999996
132,0.5,50,-0.3,0.896000028,0.674000025,0.75999999,0.80400002,0.674000025,0.680000007,0.680000007,0.677999973,0.861999989
133,0.5,50,-0.4,0.871999979,0.684000015,0.75,0.713999987,0.684000015,0.698000014,0.699999988,0.698000014,0.860000014
134,0.5,50,-0.5,0.833999991,0.662,0.662,0.716000021,0.662,0.670000017,0.671999991,0.671999991,0.888000011
135,0.5,50,-0.6,0.796000004,0.648000002,0.660000026,0.702000022,0.649999976,0.657999992,0.657999992,0.657999992,0.853999972
136,0.5,50,-0.7,0.765999973,0.629999995,0.629999995,0.69599998,0.629999995,0.629999995,0.629999995,0.629999995,0.681999981
137,0.5,50,-0.8,0.744000018,0.600000024,0.603999972,0.601999998,0.600000024,0.600000024,0.60799998,0.60799998,0.720000029
138,0.5,70,-0.3,0.896000028,0.586000025,0.797999978,0.79400003,0.625999987,0.589999974,0.589999974,0.589999974,0.69599998
139,0.5,70,-0.4,0.871999979,0.603999972,0.60799998,0.776000023,0.610000014,0.617999971,0.617999971,0.617999971,0.797999978
140,0.5,70,-0.5,0.833999991,0.588,0.635999978,0.691999972,0.601999998,0.59799999,0.596000016,0.596000016,0.684000015
141,0.5,70,-0.6,0.796000004,0.593999982,0.614000022,0.667999983,0.593999982,0.593999982,0.593999982,0.593999982,0.744000018
142,0.5,70,-0.7,0.765999973,0.56400001,0.85799998,0.716000021,0.56400001,0.56400001,0.572000027,0.56400001,0.839999974
143,0.5,70,-0.8,0.744000018,0.537999988,0.558000028,0.569999993,0.541999996,0.54400003,0.550000012,0.540000021,0.727999985
144,0.5,90,-0.3,0.896000028,0.513999999,0.513999999,0.727999985,0.513999999,0.513999999,0.513999999,0.513999999,0.657999992
145,0.5,90,-0.4,0.871999979,0.526000023,0.588,0.671999991,0.536000013,0.536000013,0.536000013,0.533999979,0.717999995
146,0.5,90,-0.5,0.833999991,0.522000015,0.522000015,0.720000029,0.527999997,0.526000023,0.526000023,0.526000023,0.681999981
147,0.5,90,-0.6,0.796000004,0.504000008,0.615999997,0.727999985,0.508000016,0.523999989,0.523999989,0.518000007,0.898000002
148,0.5,90,-0.7,0.765999973,0.492000014,0.621999979,0.632000029,0.495999992,0.513999999,0.50999999,0.508000016,0.865999997
149,0.5,90,-0.8,0.744000018,0.467999995,0.560000002,0.529999971,0.469999999,0.5,0.504000008,0.493999988,0.737999976
150,0.6,10,-0.3,0.896000028,0.727999985,0.751999974,0.822000027,0.744000018,0.810000002,0.846000016,0.843999982,0.921999991
151,0.6,10,-0.4,0.871999979,0.713999987,0.737999976,0.81400001,0.727999985,0.810000002,0.819999993,0.822000027,0.906000018
152,0.6,10,-0.5,0.833999991,0.694000006,0.758000016,0.763999999,0.727999985,0.79400003,0.811999977,0.790000021,0.907999992
153,0.6,10,-0.6,0.796000004,0.667999983,0.734000027,0.717999995,0.716000021,0.769999981,0.796000004,0.772000015,0.90200001
154,0.6,10,-0.7,0.765999973,0.656000018,0.773999989,0.709999979,0.656000018,0.731999993,0.75999999,0.791999996,0.93599999
155,0.6,10,-0.8,0.744000018,0.634000003,0.708000004,0.674000025,0.634000003,0.730000019,0.751999974,0.702000022,0.843999982
156,0.6,30,-0.3,0.896000028,0.703999996,0.713999987,0.865999997,0.703999996,0.790000021,0.783999979,0.783999979,0.842000008
157,0.6,30,-0.4,0.871999979,0.694000006,0.75,0.763999999,0.694000006,0.768000007,0.765999973,0.763999999,0.938000023
158,0.6,30,-0.5,0.833999991,0.680000007,0.765999973,0.790000021,0.680000007,0.79400003,0.751999974,0.748000026,0.884000003
159,0.6,30,-0.6,0.796000004,0.663999975,0.720000029,0.694000006,0.684000015,0.736000001,0.731999993,0.726000011,0.832000017
160,0.6,30,-0.7,0.765999973,0.648000002,0.670000017,0.68599999,0.648000002,0.70599997,0.702000022,0.699999988,0.828000009
161,0.6,30,-0.8,0.744000018,0.625999987,0.70599997,0.663999975,0.625999987,0.689999998,0.684000015,0.671999991,0.624000013
162,0.6,50,-0.3,0.896000028,0.674000025,0.720000029,0.906000018,0.674000025,0.730000019,0.727999985,0.727999985,0.889999986
163,0.6,50,-0.4,0.871999979,0.670000017,0.786000013,0.810000002,0.674000025,0.723999977,0.720000029,0.720000029,0.833999991
164,0.6,50,-0.5,0.833999991,0.65200001,0.691999972,0.699999988,0.69599998,0.699999988,0.699999988,0.702000022,0.628000021
165,0.6,50,-0.6,0.796000004,0.649999976,0.653999984,0.694000006,0.662,0.689999998,0.688000023,0.68599999,0.74000001
166,0.6,50,-0.7,0.765999973,0.635999978,0.653999984,0.698000014,0.64200002,0.660000026,0.660000026,0.660000026,0.586000025
167,0.6,50,-0.8,0.744000018,0.620000005,0.635999978,0.643999994,0.621999979,0.634000003,0.634000003,0.634000003,0.601999998
168,0.6,70,-0.3,0.896000028,0.620000005,0.717999995,0.765999973,0.639999986,0.632000029,0.629999995,0.629999995,0.586000025
169,0.6,70,-0.4,0.871999979,0.610000014,0.610000014,0.736000001,0.625999987,0.628000021,0.629999995,0.621999979,0.54400003
170,0.6,70,-0.5,0.833999991,0.586000025,0.717999995,0.723999977,0.600000024,0.610000014,0.611999989,0.59799999,0.671999991
171,0.6,70,-0.6,0.796000004,0.56400001,0.822000027,0.825999975,0.615999997,0.596000016,0.601999998,0.592000008,0.861999989
172,0.6,70,-0.7,0.765999973,0.518000007,0.694000006,0.628000021,0.518000007,0.575999975,0.586000025,0.565999985,0.741999984
173,0.6,70,-0.8,0.744000018,0.472000003,0.474000007,0.702000022,0.472000003,0.550000012,0.558000028,0.529999971,0.773999989
174,0.6,90,-0.3,0.896000028,0.522000015,0.681999981,0.74000001,0.547999978,0.537999988,0.537999988,0.537999988,0.656000018
175,0.6,90,-0.4,0.871999979,0.513999999,0.513999999,0.68599999,0.550000012,0.540000021,0.541999996,0.537999988,0.621999979
176,0.6,90,-0.5,0.833999991,0.444000006,0.583999991,0.720000029,0.44600001,0.529999971,0.529999971,0.522000015,0.603999972
177,0.6,90,-0.6,0.796000004,0.428000003,0.751999974,0.611999989,0.442000002,0.515999973,0.513999999,0.512000024,0.741999984
178,0.6,90,-0.7,0.765999973,0.379999995,0.648000002,0.574000001,0.393999994,0.501999974,0.5,0.492000014,0.717999995
179,0.6,90,-0.8,0.744000018,0.35800001,0.379999995,0.508000016,0.35800001,0.483999997,0.479999989,0.472000003,0.70599997
180,0.7,10,-0.3,0.896000028,0.713999987,0.75,0.833999991,0.713999987,0.84799999,0.870000005,0.871999979,0.833999991
181,0.7,10,-0.4,0.871999979,0.709999979,0.758000016,0.832000017,0.709999979,0.846000016,0.853999972,0.838,0.924000025
182,0.7,10,-0.5,0.833999991,0.69599998,0.751999974,0.779999971,0.69599998,0.815999985,0.818000019,0.808000028,0.921999991
183,0.7,10,-0.6,0.796000004,0.688000023,0.79400003,0.741999984,0.691999972,0.80400002,0.828000009,0.773999989,0.90200001
184,0.7,10,-0.7,0.765999973,0.684000015,0.748000026,0.730000019,0.689999998,0.75999999,0.805999994,0.763999999,0.810000002
185,0.7,10,-0.8,0.744000018,0.662,0.709999979,0.702000022,0.670000017,0.741999984,0.79400003,0.727999985,0.995999992
186,0.7,30,-0.3,0.896000028,0.684000015,0.81400001,0.822000027,0.713999987,0.850000024,0.818000019,0.815999985,0.75999999
187,0.7,30,-0.4,0.871999979,0.68599999,0.773999989,0.810000002,0.709999979,0.811999977,0.79400003,0.790000021,0.777999997
188,0.7,30,-0.5,0.833999991,0.663999975,0.805999994,0.853999972,0.666000009,0.79400003,0.776000023,0.765999973,0.917999983
189,0.7,30,-0.6,0.796000004,0.65200001,0.741999984,0.723999977,0.666000009,0.763999999,0.758000016,0.736000001,0.839999974
190,0.7,30,-0.7,0.765999973,0.635999978,0.702000022,0.70599997,0.64200002,0.726000011,0.730000019,0.723999977,0.920000017
191,0.7,30,-0.8,0.744000018,0.628000021,0.713999987,0.730000019,0.639999986,0.712000012,0.712000012,0.69599998,0.702000022
192,0.7,50,-0.3,0.896000028,0.656000018,0.657999992,0.800000012,0.717999995,0.744000018,0.741999984,0.744000018,0.628000021
193,0.7,50,-0.4,0.871999979,0.660000026,0.805999994,0.74000001,0.713999987,0.734000027,0.734000027,0.730000019,0.836000025
194,0.7,50,-0.5,0.833999991,0.629999995,0.801999986,0.741999984,0.680000007,0.713999987,0.712000012,0.709999979,0.667999983
195,0.7,50,-0.6,0.796000004,0.592000008,0.842000008,0.779999971,0.677999973,0.688000023,0.684000015,0.68599999,0.698000014
196,0.7,50,-0.7,0.765999973,0.547999978,0.64200002,0.751999974,0.547999978,0.662,0.657999992,0.65200001,0.797999978
197,0.7,50,-0.8,0.744000018,0.515999973,0.555999994,0.708000004,0.515999973,0.629999995,0.632000029,0.617999971,0.896000028
198,0.7,70,-0.3,0.896000028,0.583999991,0.698000014,0.74000001,0.583999991,0.632000029,0.634000003,0.634000003,0.836000025
199,0.7,70,-0.4,0.871999979,0.568000019,0.568000019,0.765999973,0.569999993,0.620000005,0.620000005,0.620000005,0.610000014
200,0.7,70,-0.5,0.833999991,0.551999986,0.712000012,0.736000001,0.551999986,0.603999972,0.60799998,0.606000006,0.833999991
201,0.7,70,-0.6,0.796000004,0.495999992,0.811999977,0.688000023,0.5,0.578000009,0.579999983,0.574000001,0.529999971
202,0.7,70,-0.7,0.765999973,0.463999987,0.74000001,0.615999997,0.463999987,0.561999977,0.568000019,0.555999994,0.723999977
203,0.7,70,-0.8,0.744000018,0.456,0.458000004,0.54400003,0.456,0.54400003,0.537999988,0.527999997,0.74000001
204,0.7,90,-0.3,0.896000028,0.451999992,0.653999984,0.70599997,0.5,0.536000013,0.536000013,0.536000013,0.709999979
205,0.7,90,-0.4,0.871999979,0.432000011,0.442000002,0.681999981,0.448000014,0.523999989,0.523999989,0.526000023,0.526000023
206,0.7,90,-0.5,0.833999991,0.432000011,0.629999995,0.653999984,0.44600001,0.515999973,0.529999971,0.513999999,0.884000003
207,0.7,90,-0.6,0.796000004,0.418000013,0.717999995,0.611999989,0.442000002,0.49000001,0.49000001,0.486000001,0.796000004
208,0.7,90,-0.7,0.765999973,0.393999994,0.393999994,0.560000002,0.393999994,0.479999989,0.472000003,0.467999995,0.779999971
